rowid,pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbsmax,pl_insol
417,HAT-P-46 b,14.392,156.684,1458.0,4.463129,0.0577,1405.4798
418,HAT-P-49 b,17.82231,699.226,2131.0,2.69155,0.04378,4392.03
419,HAT-P-5 b,13.56289,311.4734,1517.0,2.78849,0.04073,850.6754
420,HAT-P-50 b,14.437192,429.0705,1862.0,3.1220109,0.0453,2108.4362
421,HAT-P-51 b,13.50682174,97.57332095,1168.2,4.21802091,0.05042,310.0
422,HAT-P-52 b,11.309881,259.98494,1218.0,2.7535953,0.03694,227.759
423,HAT-P-53 b,14.773462,471.65972,1778.0,1.9616241,0.03159,1400.0226
424,HAT-P-54 b,10.581296,241.5508,818.0,3.799847,0.04117,88.6713
425,HAT-P-55 b,14.84069045,189.42573057,1367.0,3.5852313,0.04628,583.0
426,HAT-P-56 b,16.92559,734.1873,1840.0,2.79083,0.0423,3515.0
427,HAT-P-57 b,19.50366,448.1403,2200.0,2.4653,0.0406,2726.6328
428,HAT-P-58 b,14.93036229,118.2321674,1622.0,4.0138379,0.04994,1146.0
429,HAT-P-59 b,12.58768533,489.45574678,1277.8,4.1419771,0.05064,441.4
430,HAT-P-6 b,16.58932,419.5356,1675.0,3.85298,0.05239,1099.44
431,HAT-P-60 b,18.28184752,182.43350562,1772.0,4.7947813,0.06277,1634.0
432,HAT-P-61 b,10.07687365,335.9446262,1505.0,1.90231289,0.0301,849.5
433,HAT-P-62 b,12.02723629,241.86741773,1512.0,2.6453235,0.03772,867.2
434,HAT-P-63 b,12.5428494,195.1466419,1237.0,3.377728,0.04294,387.4
435,HAT-P-64 b,19.08889413,184.34047606,1766.0,4.007232,0.05387,1611.0
436,HAT-P-65 b,18.05766791,176.07693748,1818.0,2.60544751,0.04042,1821.0
437,HAT-P-66 b,17.82231,248.86089,1896.0,2.972086,0.04363,1939.51
438,HAT-P-67 b,23.9872187,143.02278315,1903.0,4.8101069,0.06505,2029.17
439,HAT-P-68 b,12.016048,230.10892,1027.8,2.29840551,0.02996,184.8
440,HAT-P-69 b,18.786284,1137.8314,1930.0,4.7869491,0.06555,2320.18
441,HAT-P-7 b,16.92559,584.8072,2733.0,2.20474,0.03809,4353.408
442,HAT-P-70 b,20.96083,2154.8874,2562.0,2.74432452,0.04739,5405.6
443,HAT-P-8 b,15.6926,406.8224,1713.0,3.07634,0.04496,1519.9645
444,HAT-P-9 b,15.614137,238.05467,1540.0,3.92281072,0.05287,931.0
445,HATS-1 b,14.594,589.55,1359.0,3.446459,0.0444,489.9461
446,HATS-10 b,10.861521,167.17858,1407.0,3.312846,0.04491,836.8558
447,HATS-11 b,18.03,263.7989,1596.0,3.619188,0.0507,1027.296
448,HATS-12 b,7.76,759.6137,1446.0,3.142702,0.0441,566.4817
449,HATS-13 b,13.585308,172.58169,1244.0,3.0440499,0.04057,315.9878
450,HATS-14 b,11.646151,340.39593,1276.0,2.7667641,0.03815,505.884
451,HATS-15 b,12.385945,689.6911,1505.0,1.74748753,0.02712,2201.3363
452,HATS-16 b,14.5717,1039.3041,1592.0,2.686502,0.03744,994.8095
453,HATS-17 b,8.709393,425.25654,814.0,16.254611,0.1308,72.7
454,HATS-18 b,14.896761,629.144485,2069.48,0.83784,0.0174,2990.0
455,HATS-2 b,12.57647635,435.42491759,1550.0,1.35413379,0.02317,950.0563
456,HATS-22 b,10.682177,870.8542,858.0,4.7228124,0.05025,111.299
457,HATS-23 b,20.84874,467.2101,1654.0,2.1605156,0.03397,
458,HATS-24 b,15.636555,718.2958,2166.0,1.3484978,0.0238,2706.9606
459,HATS-25 b,14.12334,194.82979,1277.0,4.2986432,0.05163,454.8721
460,HATS-26 b,19.61575,206.5895,1918.0,3.3023881,0.04735,2236.5716
461,HATS-27 b,16.8135,168.4499,1659.0,4.637038,0.0611,1342.5733
462,HATS-28 b,13.383546,213.58176,1253.0,3.1810781,0.04131,
463,HATS-29 b,14.022459,207.54299,1212.0,4.6058749,0.05475,356.0
464,HATS-3 b,15.48,340.382,1648.0,3.547851,0.0485,1212.0044
465,HATS-30 b,13.170575,224.38798,1414.0,3.1743516,0.04354,718.9097
466,HATS-31 b,18.38276,279.6904,1823.0,3.37796,0.0478,1619.406
467,HATS-32 b,14.000041,292.4036,1437.0,2.8126548,0.04024,614.5934
468,HATS-33 b,13.78707,378.85336,1429.0,2.5495551,0.03727,757.1284
469,HATS-34 b,16.02887,299.07803,1445.0,2.1061607,0.03166,691.8428
470,HATS-35 b,16.409976,388.38826,2037.0,1.8209993,0.03199,2440.7
471,HATS-36 b,12.92,1022.14128,1203.0,4.175186,0.0523,561.0
472,HATS-37 A b,6.792654,31.46517,1085.0,4.3315366,0.04913,229.7
473,HATS-38 b,6.882326,23.51942,1294.0,4.375021,0.05036,464.7
474,HATS-39 b,17.59813,200.2329,1645.0,4.5776348,0.06007,1547.1014
475,HATS-4 b,11.433,420.471,1315.0,2.516729,0.0362,558.828
476,HATS-40 b,17.71022,505.3497,2101.0,3.2642736,0.04997,3163.3762
477,HATS-41 b,14.90797,3082.951,1710.0,4.193649,0.0583,1300.3125
478,HATS-42 b,15.6926,597.5204,1856.0,2.292102,0.03689,1637.2058
479,HATS-43 b,13.22662,82.95363,1003.0,4.3888497,0.04944,192.2328
480,HATS-44 b,11.960003,177.9848,1161.0,2.7439004,0.03649,306.417
481,HATS-45 b,14.414774,222.481,1518.0,4.1876244,0.05511,811.3504
482,HATS-46 b,10.121727,54.98459,1054.0,4.7423729,0.05367,209.7699
483,HATS-47 b,12.520453,117.27927,852.9,3.9228038,0.04269,87.73
484,HATS-48 A b,8.9672,77.23269,954.6,3.1316666,0.03769,137.6
485,HATS-49 b,8.574885,112.19399,834.8,4.1480467,0.04515,80.45
486,HATS-5 b,10.223,75.323,1025.0,4.763387,0.0542,183.2395
487,HATS-50 b,12.66617,123.9537,1275.39,3.8297015,0.05046,625.3023
488,HATS-51 b,15.80469,244.09344,1553.0,3.3488702,0.04639,740.2246
489,HATS-52 b,15.490838,711.9392,1834.0,1.36665436,0.02498,1310.22
490,HATS-53 b,15.02006,189.10885,1312.0,3.8537768,0.04753,471.61
491,HATS-54 b,11.37711541,239.32479047,1429.0,2.5441765,0.037,476.965
492,HATS-55 b,14.022459,292.72143,1367.0,4.2042001,0.05412,355.909
493,HATS-56 b,18.920792,191.33366,1902.0,4.324799,0.06043,1080.87
494,HATS-57 b,12.767051,1000.21101,1413.4,2.350621,0.03493,570.233
495,HATS-58 A b,12.273855,327.3649,1721.0,4.2180896,0.05798,382.7103
496,HATS-59 b,12.621334,256.17098,1128.0,5.416081,0.06112,269.0
497,HATS-59 c,12.3,4036.441,175.9,1422.0,2.504,0.159
498,HATS-6 b,11.186582,101.38777,712.8,3.3252725,0.03623,47.3315
499,HATS-60 b,12.923977,210.40346,1528.0,3.560829,0.04708,903.9
500,HATS-61 b,13.394755,1080.622,1226.1,7.817953,0.07908,374.2
501,HATS-62 b,11.825495,56.89157,1237.0,3.2768837,0.04163,387.4
502,HATS-63 b,13.529263,305.1168,1398.3,3.0566527,0.04026,634.1
503,HATS-64 b,18.819911,305.1168,1793.0,4.908897,0.06562,1711.0
504,HATS-65 b,16.824709,260.93843,1634.0,3.105161,0.04497,1178.0
505,HATS-66 b,15.815899,1694.0339,1998.0,3.1414391,0.04714,2637.0
506,HATS-67 b,18.887165,460.8535,2193.0,1.6091788,0.03032,3821.0
507,HATS-68 b,13.809488,410.0007,1741.0,3.5862202,0.05071,1521.0
508,HATS-69 b,10.592505,183.38791,1295.7,2.2252577,0.03211,466.6
509,HATS-7 b,6.310667,38.1396,1084.0,3.185315,0.04012,211.6178
510,HATS-70 b,15.513256,4100.007,2730.0,1.8882378,0.03632,9110.0
511,HATS-71 b,11.478016,117.5971,586.8,3.7955202,0.03745,18.0832
512,HATS-72 b,8.0973816,39.855882,739.3,7.3279474,0.066517,49.58
513,HATS-74 A b,11.56766808,464.02947422,895.1,1.73185606,0.02384,106.9
514,HATS-75 b,9.90873894,156.05374784,772.3,2.7886556,0.032742,59.26
515,HATS-76 b,12.09449018,835.570882,939.8,1.9416423,0.02658,129.8
516,HATS-77 b,13.05846252,436.69623122,828.3,3.0876262,0.03607,78.37
517,HATS-8 b,9.785457,43.86054,1324.0,3.583893,0.04667,510.8195
518,HATS-9 b,13.85,266.02371,1746.0,1.915291,0.0312,2292.0839
519,HD 100508 b,13.7,381.3940884,,5681.0,6.11,
520,HD 100546 b,77.3421,2701.5414595,,,53.0,
521,HD 100655 b,13.5,511.7063,,157.57001,0.68,
522,HD 100777 b,13.7,390.92894061,,383.0,1.06,
523,HD 101581 b,0.956,0.827,834.0,4.46569,0.046,80.0
524,HD 101581 c,0.99,0.937,747.0,6.20401,0.0573,52.0
527,HD 10180 e,5.39,25.1,,49.748,0.2699,
528,HD 10180 f,5.24,23.9,,122.744,0.4929,
530,HD 10180 h,9.4,64.4,,2205.0,3.381,
531,HD 101930 b,10.6,79.4575,,70.46,0.3,
532,HD 102117 b,8.47,54.0311,,20.8133,0.15,
533,HD 102195 b,14.2,130.3103,,4.11377,0.05,
534,HD 102272 b,12.9,1570.0802,,127.58,0.51,
535,HD 102329 b,12.6,2593.4928,,778.09998,1.81,
536,HD 102329 c,13.5,483.1016,,1123.0,2.3076723078412074,
537,HD 102365 b,4.14,16.0,,122.1,0.46,
538,HD 102843 b,13.1,113.9,,3090.942,4.074,
539,HD 102888 b,12.8,1808.44363583,,252.06,1.05,
540,HD 102956 b,13.8,305.1168,,6.4947,0.0807,
541,HD 103197 b,5.83,28.6047,,47.84,0.25,
542,HD 103720 b,14.1,197.046,,4.5557,0.0498,
543,HD 103774 b,13.3,116.0,,5.8881,0.07,
544,HD 103891 b,13.2,918.52409623,,1919.0,3.27,
545,HD 103949 b,3.35,11.2,,120.878,0.439,
546,HD 104067 b,9.2,62.1,,55.851,0.2674,
547,HD 104067 c,3.69,13.2,,13.8992,0.1058,
548,HD 10442 b,13.6,472.61321,,1032.3,2.01,
549,HD 104985 b,12.8,1766.80811451,,199.68,0.715,
550,HD 105618 b,5.44,25.42627256,,10.02245,0.091,
551,HD 105618 c,11.9,8419.59232984,,77114.07158,35.731,
552,HD 105779 b,14.1,203.41018048,,2412.0,3.38,
553,HD 106252 b,12.5,3178.28407,,1535.0,2.655,
554,HD 106270 b,12.4,3623.2438398,,1888.0,3.34,
555,HD 106315 b,2.44,12.6,1153.0,9.55237,0.0907,277.0
556,HD 106315 c,4.35,15.2,886.0,21.05704,0.1536,97.0
557,HD 10647 b,13.8,298.75,,989.2,2.015,
558,HD 106515 A b,12.1,6006.9568923,,3626.0,4.48,
559,HD 106906 b,12.4,3496.0,1800.0,,650.0,
560,HD 10697 b,12.8,1825.2885414,,1075.3799,2.051,
561,HD 107148 b,9.6,66.741,,48.056,0.269,
562,HD 107148 c,4.7,19.89605828,,18.3267,0.1407,
563,HD 108147 b,10.9,82.95,890.0,10.8985,0.102,
564,HD 108202 b,13.1,953.485221,,2990.0,3.7,
565,HD 108236 b,1.615,3.24,1099.0,3.795963,0.04527,312.1807
566,HD 108236 c,2.071,4.94,932.0,6.203449,0.062,162.1675
567,HD 108236 e,3.083,9.71,636.0,19.590025,0.1367,35.0031
568,HD 108236 f,2.017,4.72,,29.54115,0.1758,
569,HD 108341 b,13.3,715.11391575,,1129.0,2.0,
570,HD 108863 b,13.3,767.24162,,437.7,1.32,
571,HD 108874 b,13.6,451.3186,,394.48123,1.04,
572,HD 108874 c,13.8,314.64,,1624.0,2.659,
573,HD 109246 b,13.9,273.3338,,68.27,0.33,
574,HD 109271 b,4.31,17.162,,7.8543,0.079,
575,HD 109271 c,5.27,24.154,,30.93,0.196,
576,HD 109286 b,13.2,950.30693693,259.4,520.1,1.259,0.709
577,HD 109749 b,11.1,85.8141,,5.239891,0.0615,
578,HD 10975 b,14.3,143.02278315,,283.8,0.95,
579,HD 109833 b,2.888,8.69,786.0,9.188526,0.08808696925703322,63.4589
580,HD 109833 c,2.59,7.22,756.7,13.900148,0.11608088709514909,77.4842
581,HD 109988 b,12.1,6935.33366915,,17132.15854,12.518,
582,HD 110014 b,12.4,3524.59,,835.477,2.14,
583,HD 110067 b,2.2,5.69,800.0,9.113678,0.0793,
584,HD 110067 c,2.388,6.3,699.0,13.673694,0.1039,
585,HD 110067 d,2.852,8.52,602.0,20.519617,0.1362,
586,HD 110067 e,1.94,3.9,533.0,30.793091,0.1785,
587,HD 110067 f,2.601,5.04,489.0,41.05854,0.2163,
588,HD 110067 g,2.607,8.4,440.0,54.76992,0.2621,
589,HD 110082 b,3.2,10.3,957.2,10.18271,0.113,198.3948
590,HD 110113 b,2.05,4.55,1371.0,2.541,0.035,735.49
591,HD 110113 c,2.11384817,10.5,990.0,6.744,0.068,199.9
592,HD 110537 b,11.9,8612.83200129,,24469.67342,16.714,
593,HD 11112 b,12.6,2598.56505563,,17244.90764,13.38,
594,HD 111232 b,12.6,2531.50326176,,1169.13202,2.148,
595,HD 111232 c,12.2,5740.93451564,,26472.44623,17.25,
596,HD 111591 b,12.9,1398.452,,1056.4,2.5,
597,HD 111998 b,12.9,1525.5763536,,810.0,1.91,
598,HD 112300 b,12.2,5031.22368281,,466.63,1.33,
599,HD 112570 b,13.1,1086.97315194,,2615.0,3.9,
600,HD 112640 b,12.9,1589.15,,613.2,1.7,
601,HD 113337 b,13.1,1035.80277841,,317.58639,1.022,
602,HD 113337 c,12.1,6299.67685515,,5429.93477,6.805,
603,HD 11343 c,13.9,255.53403923,,228.53731,0.923,
604,HD 113538 b,13.2,114.41,,663.2,1.24,
605,HD 113538 c,13.8,295.57,,1818.0,2.44,
606,HD 113996 b,12.7,2002.329,,610.2,1.6,
607,HD 114082 b,11.2089807,2542.627256,,109.75,0.5109,
608,HD 114386 b,13.6,464.02947422,,937.70001,1.73,
609,HD 114386 c,13.4,117.59651059,,444.0,1.05,
610,HD 114729 b,13.9,262.20975,,1121.79,2.067,
611,HD 114783 b,13.7,349.6,,493.7,1.16,
612,HD 114783 c,13.4,603.8739733,,4352.0,5.0,
613,HD 11505 b,12.6,2510.52658689,,32669.22247,20.247,
614,HD 11506 b,12.9,1551.00262616,,1617.7,2.885,
615,HD 11506 c,14.0,127.1313628,,223.92,0.771,
616,HD 11506 d,12.3,4068.2036096,,26500.0,18.2,
617,HD 115404 A b,6.09,30.82935548,,10.49488,0.088,
618,HD 115404 A c,12.5,3279.67133183,,15319.22517,11.364,
619,HD 115954 b,12.6,2685.65003915,144.9,3700.0,5.0,0.064
620,HD 116029 b,13.6,444.962,,670.0,1.65,
621,HD 116029 c,13.7,403.6441,,907.0,2.0166409819440423,
622,HD 117207 b,13.4,669.34662514,,2621.75,3.787,
623,HD 11755 b,12.8,1789.3829,,433.70001,1.09,
624,HD 117618 b,8.59,55.30242,,25.8,0.18,
625,HD 118203 b,12.778238,680.15279098,1361.0,6.1349779,0.0713,593.4
626,HD 118203 c,12.4,3747.19691853,146.0,5103.0,6.28,
627,HD 11964 b,14.1,198.0,,1945.0,3.16,
628,HD 11964 c,5.38,25.0,,37.91,0.229,
629,HD 11977 b,12.7,2080.0,,711.0,1.93,
630,HD 120084 b,12.7,2034.1018048,,2142.0,4.21,
631,HD 121504 b,13.6,479.9233,,63.33,0.33,
632,HD 12235 b,3.23,10.48833743,,4.36305,0.054,
633,HD 12235 c,12.5,3135.69506346,,36336.70679,22.21,
634,HD 122562 c,10.1,73.10053361,,84.96276,0.406,
635,HD 124330 b,14.0,238.37130525,,270.66,0.86,
636,HD 12484 b,13.2,947.1334,,58.83,0.297,
637,HD 125271 b,12.4,3465.60094993,,14901.99295,10.817,
638,HD 125390 b,11.9,8646.20398403,,1757.39151,3.496,
640,HD 125612 b,13.2,945.22168242,,557.69994,1.349,
641,HD 125612 c,4.07,15.57359194,,4.15466,0.051,
642,HD 125612 d,12.7,2281.37230545,,2822.72698,3.982,
643,HD 12648 b,13.4,622.9468,,133.60001,0.54,
644,HD 126525 b,10.3,75.32571,,960.41,1.837,
645,HD 12661 b,13.3,772.3269,,262.70862,0.84,
646,HD 12661 c,13.2,899.45439181,,1708.0,2.8145,
647,HD 126614 b,12.7,107.74382997,,1257.25303,2.249,
648,HD 127506 b,5.67,27.333243,,65.78395,0.287,
649,HD 128311 b,13.5,562.24127,,453.019,1.084,
650,HD 128311 c,13.0,1204.25787,,921.538,1.74,
651,HD 128356 b,13.9,282.8687,,298.2,0.87,
652,HD 128717 b,12.1,6293.0024586,,3420.0,4.85,
653,HD 129445 b,13.3,797.74930157,,1840.0,2.9,
654,HD 130322 b,13.7,365.49,720.0,10.70871,0.0925,
655,HD 131496 b,13.4,572.094,,896.0,2.01,
656,HD 13167 b,13.1,1052.0173,,2613.0,4.1,
657,HD 13189 b,12.4,3480.2385,,471.60001,1.25,
658,HD 132406 b,12.8,1887.90073758,,908.0,1.98,
659,HD 132563 b,13.6,473.547,,1544.0,2.62,
660,HD 133131 A b,13.6,451.3186,,649.0,1.44,
661,HD 133131 A c,14.3,133.4886,,3568.0,4.49,
662,HD 133131 B b,13.3,794.575,,5769.0,6.15,
663,HD 134060 b,3.16,10.1,,3.2696,0.0444,
664,HD 134060 c,5.91,29.29,,1291.5646,2.3928,
665,HD 134606 b,2.97,9.09,,12.089,0.1046,
666,HD 134606 c,3.37,11.31,,58.883,0.3007,
667,HD 134606 d,7.59,44.8,,966.5,1.941,
668,HD 134606 e,1.33,2.34,,4.3203,0.0527,
669,HD 134606 f,2.24,5.63,,26.915,0.1784,
670,HD 134987 b,13.5,511.7063,,258.17999,0.81,
671,HD 134987 c,13.9,260.0,,5000.0,5.8,
672,HD 135344 A b,16.25302201,3178.28407,1585.0,,16.5,
673,HD 135625 b,13.3,731.0053361,,4055.0,5.4,
674,HD 135694 b,2.857,6.1,750.83,15.923475568,0.124695,71.8
675,HD 135872 b,12.8,1744.56012602,,2422.32597,4.172,
676,HD 136118 b,12.3,4164.18778851,,1187.59765,2.327,
677,HD 136352 b,1.664,4.72,905.0,11.57797,0.0964,111.6
678,HD 136352 c,2.916,11.24,677.0,27.59221,0.1721,35.1
679,HD 136352 d,2.562,8.82,431.0,107.245,0.425,5.74
680,HD 136418 b,13.3,680.1562,,464.29999,1.29,
681,HD 136925 b,13.9,266.97586188,,4540.0,5.13,
682,HD 13724 c,8.18,50.85254512,,142.22895,0.534,
683,HD 137388 b,9.32,63.566,,330.0,0.89,
684,HD 137496 b,1.31,4.04,2130.0,1.62116,0.02732,
685,HD 137496 c,12.6,2434.56559762,370.0,479.9,1.2163,
686,HD 13808 b,3.35,11.2,,14.1815,0.10519,
687,HD 13808 c,3.13,9.96,,53.753,0.2554,
688,HD 13908 b,13.9,274.91,,19.382,0.154,
689,HD 13908 c,12.8,1630.4,,931.0,2.03,
690,HD 13931 b,13.2,889.9195396,,4218.0,5.15,
691,HD 139357 b,12.1,6315.5682755,,1124.79139,2.949,
692,HD 1397 b,11.500434,131.89945,1228.3,11.53533,0.1097,356.0
693,HD 14067 b,12.2,4862.7746271,,2744.0,5.15,
694,HD 140901 b,4.07,15.57359194,,9.02378,0.085,
695,HD 140901 c,13.4,572.0911326,,14386.0,11.8,
696,HD 141004 b,3.77,13.63483866,,15.5083,0.1238,
697,HD 141399 b,14.3,143.34133,,94.44,0.415,
698,HD 141399 c,13.6,422.7139,,201.99,0.689,
699,HD 141399 d,13.7,375.0394,,1069.8,2.09,
700,HD 141399 e,14.1,209.7678,,5000.0,5.0,
701,HD 141937 b,11.9,8714.85491994,,653.21997,1.5,
702,HD 142 A d,10.9,82.63538582,,108.45299,0.474,
703,HD 142 b,12.7,2256.5816897,,351.43394,1.039,
704,HD 142 c,12.4,3464.64746471,,10159.64279,9.811,
705,HD 142022 A b,12.9,1433.40611557,,1928.0,2.93,
706,HD 142245 b,13.1,975.7381,,1299.0,2.78,
707,HD 142415 b,13.5,530.7761,,386.29999,1.06,
708,HD 143105 b,13.7,384.5743,,2.1974,0.0379,
709,HD 143361 b,12.9,1382.55357045,,1039.15,1.988,
710,HD 143811 AB b,15.69257298,1938.7532827,1042.0,117000.0,63.0,
711,HD 144899 b,4.77,20.34101805,,40.43914,0.242,
712,HD 145377 b,12.8,1913.3366,,103.95,0.45,
713,HD 145457 b,13.2,888.01256916,,176.13,0.762,
714,HD 145675 c,12.6,2510.8444153,,15732.45889,20.0,
715,HD 145934 b,13.4,658.5404593,,2751.53433,4.89,
716,HD 1461 b,2.42,6.44,,5.77152,0.0634,
717,HD 1461 c,2.23,5.59,,13.5052,0.1117,
718,HD 147018 b,13.4,674.0,,44.236,0.2388,
719,HD 147018 c,12.7,2080.0,,1008.0,1.922,
720,HD 147379 b,4.94,21.6,,86.58,0.3193,
721,HD 147513 b,13.7,385.0,,528.4,1.32,
722,HD 14787 b,13.7,356.28743,,676.6,1.7,
723,HD 147873 b,12.8,1633.6462,,116.596,0.522,
724,HD 147873 c,13.3,731.009,,491.54,1.36,
725,HD 148156 b,13.9,270.144,,1027.0,2.45,
726,HD 148164 b,13.7,390.9309,,328.55,0.993,
727,HD 148164 c,12.8,1640.0028,,5062.0,6.15,
728,HD 149026 b,8.29466,120.7754,1626.0,2.87589,0.04364,1095.91
729,HD 149143 b,13.6,422.7139,,4.07182,0.053,
730,HD 149806 b,12.3,4003.68444298,,16521.52778,12.404,
731,HD 150010 b,13.3,762.7881768,,562.0,1.4,
732,HD 1502 b,13.2,874.0325,,428.5,1.262,
733,HD 150706 b,13.3,772.32302901,,5894.0,6.7,
734,HD 151450 b,6.94,38.45723725,,21.89288,0.16,
735,HD 151450 c,12.8,1636.18063924,,18144.76236,14.131,
736,HD 152079 b,13.2,845.74563,,2918.92,4.187,
737,HD 152581 b,13.4,594.02427,,686.5,1.66,
738,HD 152843 b,3.05,9.82,1003.11,11.62071,0.1049,265.4
739,HD 152843 c,5.94,9.67,253.08,19.502104,0.1482,133.1
740,HD 15337 b,1.77,6.519,1001.0,4.7559804,0.05245,161.7314
741,HD 15337 c,2.526,6.792,656.1,17.180546,0.1235,45.0685
742,HD 153557 b,4.77,20.34101805,,7.29903,0.068,
743,HD 153557 c,4.36,17.48056238,,15.27018,0.111,
744,HD 153557 d,11.9,8725.66108578,,40654.64809,21.449,
745,HD 153950 b,13.2,937.5985,,499.39999,1.28,
746,HD 154088 b,2.46,6.6,,18.56,0.134,
747,HD 154345 b,13.7,376.9444907,,3280.0,4.158,
748,HD 154391 b,12.5,2892.2385037,,5163.0,7.46,
749,HD 154672 b,12.8,1706.7471,,163.94,0.6,
750,HD 154857 b,13.3,778.6835,,408.60001,1.29,
751,HD 154857 c,13.2,819.97,,3452.0,5.36,
752,HD 155193 b,14.0,238.37130525,,352.65,1.04,
753,HD 155358 b,13.8,314.6517,,194.3,0.63,
754,HD 155358 c,13.9,261.0,,391.9,1.02,
755,HD 155918 b,2.67,7.62788177,,1.87567,0.03,
756,HD 155918 c,12.8,1878.04805696,,17202.19446,13.183,
757,HD 156098 b,4.12,15.89142035,,21.85849,0.167,
758,HD 156098 c,12.8,1661.6069118,,7841.5839,8.415,
759,HD 156279 b,12.5,2997.75753482,,133.40355,0.502,
760,HD 156279 c,12.5,3098.82696825,,4818.25358,5.486,
761,HD 156411 b,14.0,235.18,,842.2,1.88,
762,HD 156668 b,1.87,4.15,,4.6455,0.05,
763,HD 156668 c,6.17,31.49679513,,811.3,1.57,
764,HD 156846 b,12.4,3391.2461,,359.51001,1.12,
765,HD 158038 b,13.5,486.2799,,521.0,1.5,
766,HD 158259 b,1.28228,2.22,1462.0,2.178,0.033738027330356295,759.183
767,HD 158259 c,2.23,5.6,,3.432,0.04568559529040195,
768,HD 158259 d,2.18,5.41,,5.1980814,0.060252696280773434,
769,HD 158259 e,2.34,6.08,,7.951,0.07998875510071843,
770,HD 158259 f,2.35,6.14,,12.028,0.10540876257370056,
771,HD 158996 b,12.3,4449.62,,820.2,2.1,
772,HD 15906 b,2.24,5.65,668.0,10.924709,0.09,33.14
773,HD 15906 c,2.93,8.91,532.0,21.583298,0.141,13.37
774,HD 159243 b,13.7,359.13,,12.62,0.11,
775,HD 159243 c,13.4,603.9,,248.4,0.8,
776,HD 159868 b,13.3,704.94694,,1184.1,2.32,
777,HD 159868 c,14.0,244.09344,,351.0,1.032,
778,HD 1605 b,13.8,296.85322,,577.2,1.492,
779,HD 1605 c,13.0,1150.5446,,2149.0,3.584,
782,HD 160691 d,3.23,10.49,900.0,9.6392,0.0952,
784,HD 161178 b,14.1,181.16219199,,279.3,0.85,
785,HD 16141 b,10.9,82.6358,,75.523,0.36,
786,HD 16175 b,12.8,1875.1876013,,990.0,2.12,
787,HD 162020 b,12.5,3127.4472,650.0,8.4282,0.08,
788,HD 163607 b,13.9,249.051588,,75.2203,0.362,
789,HD 163607 c,13.3,699.54383,,1272.0,2.39,
790,HD 16417 b,5.0,22.1,,17.24,0.14,
791,HD 164509 b,14.3,140.79869,,280.17,0.87,
792,HD 164595 b,4.16,16.14,,40.0,0.23,
793,HD 164604 b,12.3,4195.3349724,,653.9,1.362,
794,HD 164604 c,12.5,3019.3698665,,5387.0,5.556,
795,HD 164922 b,13.3,116.0,159.4,1207.0,2.16,0.1578
796,HD 164922 c,3.66,13.0,400.5,75.74,0.341,6.29
797,HD 164922 d,1.83,4.0,,12.458,0.103,
798,HD 164922 e,3.23,10.52012027,,41.763,0.2292,
799,HD 165131 b,12.1,5943.3912109,,2342.6,3.54,
800,HD 165155 b,13.2,918.5287,,434.5,1.13,
801,HD 1666 b,12.7,2040.0,,270.0,0.94,
802,HD 166724 b,13.0,1207.7479466,,5144.0,5.42,
803,HD 167042 b,13.6,444.00628458,,417.67,1.22,
804,HD 167677 b,13.2,905.81095995,,1820.0,2.877,
805,HD 167768 b,13.9,270.15414595,,20.6532,0.1512,
806,HD 168009 b,3.05,9.53485221,,15.1479,0.1192,
807,HD 168443 b,12.6,2424.3950886,,58.11187,0.292,
808,HD 168443 c,12.2,5500.33841154,,1753.1096,2.842,
809,HD 168746 b,11.1,85.8141,900.0,6.404,0.07,
810,HD 168863 b,12.7,2154.87659946,,14773.93272,10.961,
811,HD 1690 b,12.5,2793.7257,,533.0,1.36,
812,HD 16905 b,12.4,3591.4609991,,10256.0,8.8,
813,HD 169142 b,13.1,953.485221,,,37.2,
814,HD 169830 b,13.2,804.42369812,345.0,225.67372,0.765,
815,HD 169830 c,12.6,2437.42605328,,1818.82339,3.075,
816,HD 170469 b,14.1,209.7678,,1145.0,2.24,
817,HD 17092 b,12.5,3219.6179,,359.89999,1.31,
818,HD 171028 b,13.2,832.7146,,550.0,1.32,
819,HD 171238 b,12.5,2796.8899816,,1515.0,2.518,
820,HD 17156 b,12.26262489,1036.12060682,888.0,21.2164294,0.1632,68.8
821,HD 173416 b,13.4,585.12209729,,322.03,1.158,
822,HD 174205 b,13.0,1334.8793094,,582.0,1.7,
823,HD 175167 b,12.3,4703.8604236,,1175.0,2.4,
824,HD 175541 b,14.1,190.06234,,298.43,0.975,
826,HD 17674 b,13.9,276.5121,,623.8,1.42,
829,HD 176986 d,2.49,6.76,363.0,61.376,0.28149,4.09
830,HD 177565 b,4.0,15.1,,44.505,0.246,
831,HD 177830 b,13.5,537.1327,,410.10001,1.14,
832,HD 177830 c,7.87,47.6725,,110.9,0.5137,
833,HD 178911 B b,12.6,2552.1749,,71.484,0.34,
835,HD 179949 b,13.9,291.12,,3.092514,0.0443,
836,HD 180053 b,13.3,697.31902,,213.72,0.843,
837,HD 18015 b,13.1,1048.8337431,,2278.0,3.87,
838,HD 180314 b,12.0,7216.92963775,,394.73,1.448,
839,HD 180617 b,3.53,12.214,,105.911,0.343,
840,HD 180902 b,13.5,535.54355,,510.9,1.4,
